gender,age,bmi,activity_level,avg_sleep_hours,avg_water_intake_liters,height_cm,weight_kg,recommended_exercise
female,50,16.55,light,6.7,3.4,173.1,49.6,Strength Training (build muscle)
female,26,15.01,moderate,7.2,3.7,158.9,37.9,Strength Training (build muscle)
female,20,17.99,moderate,7.2,2.3,165.2,49.1,Strength Training (build muscle)
male,23,17.77,active,9.1,3.3,184.2,60.3,Strength Training (build muscle)
female,46,17.29,sedentary,6.1,2.1,157.7,43.0,Strength Training (build muscle)
male,18,15.0,moderate,7.4,3.4,175.9,46.4,Strength Training (build muscle)
male,32,14.99,light,7.7,2.4,192.4,55.5,Strength Training (build muscle)
male,41,16.51,light,7.5,3.0,157.6,41.0,Strength Training (build muscle)
female,27,18.16,light,7.3,2.6,158.1,45.4,Strength Training (build muscle)
male,18,17.22,light,6.4,3.2,182.1,57.1,Strength Training (build muscle)
female,39,15.01,light,6.2,3.4,161.4,39.1,Strength Training (build muscle)
female,32,17.65,moderate,8.0,2.9,159.3,44.8,Strength Training (build muscle)
female,31,17.59,light,5.8,1.9,154.7,42.1,Strength Training (build muscle)
female,40,16.34,active,6.5,3.5,162.2,43.0,Strength Training (build muscle)
male,29,15.0,light,7.9,2.9,177.2,47.1,Strength Training (build muscle)
male,18,15.43,active,7.7,3.1,162.2,40.6,Strength Training (build muscle)
male,31,18.2,sedentary,7.8,1.8,177.3,57.2,Strength Training (build muscle)
male,29,15.0,light,7.9,2.9,177.2,47.1,Strength Training (build muscle)
male,48,16.09,light,6.8,3.9,181.3,52.9,Strength Training (build muscle)
female,25,15.59,moderate,6.1,3.5,159.8,39.8,Strength Training (build muscle)
female,32,16.13,light,7.2,2.5,153.3,37.9,Strength Training (build muscle)
female,27,15.45,active,6.1,3.3,162.3,40.7,Strength Training (build muscle)
male,21,18.21,sedentary,8.0,3.3,172.7,54.3,Strength Training (build muscle)
female,32,16.6,moderate,7.7,3.0,165.4,45.4,Strength Training (build muscle)
male,50,15.0,active,8.3,3.8,173.8,45.3,Strength Training (build muscle)
female,25,18.2,active,9.6,2.1,150.1,41.0,Strength Training (build muscle)
male,18,18.31,active,9.3,4.2,173.3,55.0,Strength Training (build muscle)
female,46,17.29,sedentary,6.1,2.1,157.7,43.0,Strength Training (build muscle)
female,50,16.55,light,6.7,3.4,173.1,49.6,Strength Training (build muscle)
female,35,15.02,active,6.7,3.7,159.9,38.4,Strength Training (build muscle)
female,31,17.73,sedentary,5.7,2.4,163.5,47.4,Strength Training (build muscle)
male,34,16.27,moderate,8.6,3.3,168.5,46.2,Strength Training (build muscle)
male,25,18.0,active,8.7,2.5,162.1,47.3,Strength Training (build muscle)
female,37,15.58,sedentary,6.4,2.6,163.4,41.6,Strength Training (build muscle)
male,50,15.0,active,8.3,3.8,173.8,45.3,Strength Training (build muscle)
female,36,15.0,moderate,8.7,3.8,157.9,37.4,Strength Training (build muscle)
female,20,15.0,light,5.8,2.3,169.1,42.9,Strength Training (build muscle)
female,29,15.0,light,7.7,2.1,160.2,38.5,Strength Training (build muscle)
male,38,14.99,light,7.0,2.9,176.1,46.5,Strength Training (build muscle)
female,32,17.27,light,6.1,3.0,156.3,42.2,Strength Training (build muscle)
female,35,14.98,light,9.8,1.6,163.8,40.2,Strength Training (build muscle)
male,29,16.94,light,7.4,2.6,186.8,59.1,Strength Training (build muscle)
male,23,16.83,moderate,6.7,3.3,181.6,55.5,Strength Training (build muscle)
male,40,15.01,active,6.9,3.2,174.5,45.7,Strength Training (build muscle)
female,40,17.61,active,6.5,3.8,183.8,59.5,Strength Training (build muscle)
male,41,16.51,light,7.5,3.0,157.6,41.0,Strength Training (build muscle)
male,23,16.83,moderate,6.7,3.3,181.6,55.5,Strength Training (build muscle)
female,23,14.99,sedentary,9.6,2.6,161.3,39.0,Strength Training (build muscle)
female,23,14.99,sedentary,9.6,2.6,161.3,39.0,Strength Training (build muscle)
female,24,18.24,moderate,8.8,3.4,167.7,51.3,Strength Training (build muscle)
male,18,15.0,light,8.5,1.7,175.1,46.0,Strength Training (build muscle)
male,18,15.0,sedentary,7.0,2.4,168.3,42.5,Strength Training (build muscle)
male,25,18.0,active,8.7,2.5,162.1,47.3,Strength Training (build muscle)
male,40,17.8,light,7.1,2.9,170.6,51.8,Strength Training (build muscle)
male,27,14.99,moderate,7.8,3.4,168.2,42.4,Strength Training (build muscle)
female,27,18.37,active,8.0,2.6,164.5,49.7,Strength Training (build muscle)
female,29,16.08,light,7.4,2.8,157.7,40.0,Strength Training (build muscle)
female,32,16.13,light,7.2,2.5,153.3,37.9,Strength Training (build muscle)
female,24,18.24,moderate,8.8,3.4,167.7,51.3,Strength Training (build muscle)
female,32,16.6,moderate,7.7,3.0,165.4,45.4,Strength Training (build muscle)
female,45,18.01,moderate,6.9,3.3,165.3,49.2,Strength Training (build muscle)
female,18,16.05,active,7.9,4.3,180.5,52.3,Strength Training (build muscle)
male,18,14.98,moderate,7.2,3.5,169.6,43.1,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
female,39,15.01,light,6.2,3.4,161.4,39.1,Strength Training (build muscle)
male,32,14.99,light,7.7,2.4,192.4,55.5,Strength Training (build muscle)
male,42,17.84,light,7.0,2.9,180.6,58.2,Strength Training (build muscle)
male,24,18.09,light,8.3,3.8,171.5,53.2,Strength Training (build muscle)
male,21,17.62,light,8.8,2.6,177.8,55.7,Strength Training (build muscle)
male,18,15.0,sedentary,7.0,2.4,168.3,42.5,Strength Training (build muscle)
female,18,16.97,sedentary,5.9,1.7,163.9,45.6,Strength Training (build muscle)
female,28,18.29,light,7.9,2.2,167.8,51.5,Strength Training (build muscle)
female,38,18.49,moderate,6.1,2.2,162.3,48.7,Strength Training (build muscle)
female,41,16.22,moderate,8.6,2.5,172.4,48.2,Strength Training (build muscle)
male,50,15.0,active,8.3,3.8,173.8,45.3,Strength Training (build muscle)
female,24,18.09,light,6.4,2.5,156.3,44.2,Strength Training (build muscle)
female,24,15.16,light,8.3,3.5,174.0,45.9,Strength Training (build muscle)
male,34,16.27,moderate,8.6,3.3,168.5,46.2,Strength Training (build muscle)
male,40,15.01,active,6.9,3.2,174.5,45.7,Strength Training (build muscle)
male,28,17.27,moderate,7.4,3.9,177.0,54.1,Strength Training (build muscle)
male,34,17.65,active,8.0,3.4,169.0,50.4,Strength Training (build muscle)
male,28,17.27,moderate,7.4,3.9,177.0,54.1,Strength Training (build muscle)
female,32,17.65,moderate,8.0,2.9,159.3,44.8,Strength Training (build muscle)
female,45,18.01,moderate,6.9,3.3,165.3,49.2,Strength Training (build muscle)
male,18,16.97,light,6.3,3.1,178.4,54.0,Strength Training (build muscle)
female,35,15.01,light,7.7,3.5,170.6,43.7,Strength Training (build muscle)
male,48,16.37,sedentary,5.9,4.3,160.2,42.0,Strength Training (build muscle)
male,47,15.0,light,6.4,2.1,158.3,37.6,Strength Training (build muscle)
male,18,16.67,sedentary,6.5,2.0,173.2,50.0,Strength Training (build muscle)
male,38,14.99,light,7.0,2.9,176.1,46.5,Strength Training (build muscle)
female,21,15.01,active,7.9,4.4,161.8,39.3,Strength Training (build muscle)
male,40,17.8,light,7.1,2.9,170.6,51.8,Strength Training (build muscle)
female,49,15.94,active,6.6,2.7,159.8,40.7,Strength Training (build muscle)
female,36,15.0,moderate,8.7,3.8,157.9,37.4,Strength Training (build muscle)
female,18,16.05,active,7.9,4.3,180.5,52.3,Strength Training (build muscle)
female,40,16.34,active,6.5,3.5,162.2,43.0,Strength Training (build muscle)
male,40,17.8,light,7.1,2.9,170.6,51.8,Strength Training (build muscle)
male,40,17.8,light,7.1,2.9,170.6,51.8,Strength Training (build muscle)
female,51,18.41,moderate,6.3,3.3,149.6,41.2,Strength Training (build muscle)
female,25,15.59,moderate,6.1,3.5,159.8,39.8,Strength Training (build muscle)
female,20,17.99,moderate,7.2,2.3,165.2,49.1,Strength Training (build muscle)
female,35,15.63,light,6.4,3.4,152.8,36.5,Strength Training (build muscle)
male,41,16.82,moderate,5.8,3.4,171.9,49.7,Strength Training (build muscle)
male,34,17.3,moderate,6.7,3.8,179.9,56.0,Strength Training (build muscle)
male,23,17.77,active,9.1,3.3,184.2,60.3,Strength Training (build muscle)
male,29,16.94,light,7.4,2.6,186.8,59.1,Strength Training (build muscle)
male,29,16.33,moderate,7.3,3.5,179.5,52.6,Strength Training (build muscle)
female,38,18.49,moderate,6.1,2.2,162.3,48.7,Strength Training (build muscle)
male,29,16.33,moderate,7.3,3.5,179.5,52.6,Strength Training (build muscle)
female,18,15.0,active,8.2,2.3,163.3,40.0,Strength Training (build muscle)
male,28,16.74,moderate,7.1,4.4,175.4,51.5,Strength Training (build muscle)
female,28,18.29,light,7.9,2.2,167.8,51.5,Strength Training (build muscle)
female,28,15.21,moderate,7.6,2.9,165.2,41.5,Strength Training (build muscle)
female,41,16.22,moderate,8.6,2.5,172.4,48.2,Strength Training (build muscle)
female,18,16.05,active,7.9,4.3,180.5,52.3,Strength Training (build muscle)
female,19,17.78,moderate,8.0,1.7,159.6,45.3,Strength Training (build muscle)
male,34,18.0,light,6.2,3.6,178.1,57.1,Strength Training (build muscle)
male,24,15.0,sedentary,7.9,2.8,170.7,43.7,Strength Training (build muscle)
female,41,16.19,sedentary,7.8,2.7,159.5,41.2,Strength Training (build muscle)
female,33,16.79,active,6.6,2.7,174.3,51.0,Strength Training (build muscle)
male,18,16.67,sedentary,6.5,2.0,173.2,50.0,Strength Training (build muscle)
male,28,17.27,moderate,7.4,3.9,177.0,54.1,Strength Training (build muscle)
female,40,17.03,active,6.6,1.9,163.8,45.7,Strength Training (build muscle)
female,18,16.05,active,7.9,4.3,180.5,52.3,Strength Training (build muscle)
male,34,17.65,active,8.0,3.4,169.0,50.4,Strength Training (build muscle)
female,29,16.08,light,7.4,2.8,157.7,40.0,Strength Training (build muscle)
female,36,17.5,active,10.0,3.5,168.0,49.4,Strength Training (build muscle)
female,26,15.01,moderate,7.2,3.7,158.9,37.9,Strength Training (build muscle)
male,24,18.09,light,8.3,3.8,171.5,53.2,Strength Training (build muscle)
female,40,17.03,active,6.6,1.9,163.8,45.7,Strength Training (build muscle)
male,42,17.84,light,7.0,2.9,180.6,58.2,Strength Training (build muscle)
female,40,17.03,active,6.6,1.9,163.8,45.7,Strength Training (build muscle)
male,41,16.51,light,7.5,3.0,157.6,41.0,Strength Training (build muscle)
female,40,17.03,active,6.6,1.9,163.8,45.7,Strength Training (build muscle)
female,31,17.59,light,5.8,1.9,154.7,42.1,Strength Training (build muscle)
female,26,15.01,moderate,7.2,3.7,158.9,37.9,Strength Training (build muscle)
male,29,15.0,light,7.9,2.9,177.2,47.1,Strength Training (build muscle)
female,29,16.76,light,8.0,2.2,171.0,49.0,Strength Training (build muscle)
male,29,16.94,light,7.4,2.6,186.8,59.1,Strength Training (build muscle)
male,50,15.0,active,7.8,3.9,178.3,47.7,Strength Training (build muscle)
male,52,16.65,light,7.9,3.6,165.3,45.5,Strength Training (build muscle)
female,26,15.01,moderate,7.2,3.7,158.9,37.9,Strength Training (build muscle)
female,50,16.55,light,6.7,3.4,173.1,49.6,Strength Training (build muscle)
male,18,16.67,sedentary,6.5,2.0,173.2,50.0,Strength Training (build muscle)
male,18,16.67,sedentary,6.5,2.0,173.2,50.0,Strength Training (build muscle)
female,32,18.42,active,6.5,3.2,158.9,46.5,Strength Training (build muscle)
male,18,15.0,light,8.5,1.7,175.1,46.0,Strength Training (build muscle)
female,27,15.83,moderate,5.7,2.7,162.5,41.8,Strength Training (build muscle)
male,34,17.18,light,6.7,3.9,187.8,60.6,Strength Training (build muscle)
female,35,15.02,active,6.7,3.7,159.9,38.4,Strength Training (build muscle)
female,18,15.55,light,8.4,1.8,162.2,40.9,Strength Training (build muscle)
female,18,15.0,active,8.2,2.3,163.3,40.0,Strength Training (build muscle)
female,18,18.19,active,7.2,4.0,169.9,52.5,Strength Training (build muscle)
female,40,17.61,active,6.5,3.8,183.8,59.5,Strength Training (build muscle)
female,29,15.84,moderate,6.4,3.1,175.9,49.0,Strength Training (build muscle)
female,28,16.92,light,7.5,3.3,167.0,47.2,Strength Training (build muscle)
male,34,16.27,moderate,8.6,3.3,168.5,46.2,Strength Training (build muscle)
female,44,17.73,light,7.6,0.8,181.5,58.4,Strength Training (build muscle)
female,22,15.65,moderate,6.6,2.5,174.6,47.7,Strength Training (build muscle)
male,28,16.74,moderate,7.1,4.4,175.4,51.5,Strength Training (build muscle)
female,47,17.43,moderate,6.8,3.1,157.6,43.3,Strength Training (build muscle)
female,27,18.16,light,7.3,2.6,158.1,45.4,Strength Training (build muscle)
male,50,15.0,active,7.8,3.9,178.3,47.7,Strength Training (build muscle)
female,24,18.09,light,6.4,2.5,156.3,44.2,Strength Training (build muscle)
male,50,15.0,active,7.8,3.9,178.3,47.7,Strength Training (build muscle)
female,47,17.43,moderate,6.8,3.1,157.6,43.3,Strength Training (build muscle)
male,28,17.27,moderate,7.4,3.9,177.0,54.1,Strength Training (build muscle)
male,34,17.65,active,8.0,3.4,169.0,50.4,Strength Training (build muscle)
female,33,16.14,light,7.6,1.8,159.4,41.0,Strength Training (build muscle)
male,30,17.64,moderate,7.6,3.3,185.5,60.7,Strength Training (build muscle)
male,34,17.3,moderate,6.7,3.8,179.9,56.0,Strength Training (build muscle)
female,36,17.5,active,10.0,3.5,168.0,49.4,Strength Training (build muscle)
male,18,18.31,active,9.3,4.2,173.3,55.0,Strength Training (build muscle)
female,39,15.01,light,6.2,3.4,161.4,39.1,Strength Training (build muscle)
male,29,16.94,light,7.4,2.6,186.8,59.1,Strength Training (build muscle)
female,32,15.18,active,7.7,3.4,167.5,42.6,Strength Training (build muscle)
female,45,18.01,moderate,6.9,3.3,165.3,49.2,Strength Training (build muscle)
female,33,16.6,light,7.3,2.7,174.4,50.5,Strength Training (build muscle)
female,24,15.16,light,8.3,3.5,174.0,45.9,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
male,39,17.42,moderate,7.8,3.8,167.2,48.7,Strength Training (build muscle)
female,29,15.84,moderate,6.4,3.1,175.9,49.0,Strength Training (build muscle)
female,24,18.09,light,6.4,2.5,156.3,44.2,Strength Training (build muscle)
female,34,16.35,active,8.9,3.3,168.3,46.3,Strength Training (build muscle)
female,18,15.3,active,6.6,4.4,160.7,39.5,Strength Training (build muscle)
female,40,17.03,active,6.6,1.9,163.8,45.7,Strength Training (build muscle)
female,31,17.59,light,5.8,1.9,154.7,42.1,Strength Training (build muscle)
male,29,16.94,light,7.4,2.6,186.8,59.1,Strength Training (build muscle)
female,32,16.6,moderate,7.7,3.0,165.4,45.4,Strength Training (build muscle)
female,35,17.78,active,7.5,2.1,161.9,46.6,Strength Training (build muscle)
male,18,14.98,moderate,7.2,3.5,169.6,43.1,Strength Training (build muscle)
male,18,16.67,sedentary,6.5,2.0,173.2,50.0,Strength Training (build muscle)
female,32,17.27,light,6.1,3.0,156.3,42.2,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
male,50,15.0,active,7.8,3.9,178.3,47.7,Strength Training (build muscle)
female,32,16.6,moderate,7.7,3.0,165.4,45.4,Strength Training (build muscle)
male,24,18.09,light,8.3,3.8,171.5,53.2,Strength Training (build muscle)
female,47,17.43,moderate,6.8,3.1,157.6,43.3,Strength Training (build muscle)
male,24,15.0,sedentary,7.9,2.8,170.7,43.7,Strength Training (build muscle)
male,29,15.0,light,7.9,2.9,177.2,47.1,Strength Training (build muscle)
male,28,17.55,moderate,7.3,4.1,173.1,52.6,Strength Training (build muscle)
female,33,16.14,light,7.6,1.8,159.4,41.0,Strength Training (build muscle)
male,24,15.0,sedentary,7.9,2.8,170.7,43.7,Strength Training (build muscle)
female,18,15.0,active,8.2,2.3,163.3,40.0,Strength Training (build muscle)
male,41,16.82,moderate,5.8,3.4,171.9,49.7,Strength Training (build muscle)
female,40,17.03,active,6.6,1.9,163.8,45.7,Strength Training (build muscle)
female,27,18.16,light,7.3,2.6,158.1,45.4,Strength Training (build muscle)
female,46,14.99,active,7.1,3.8,174.2,45.5,Strength Training (build muscle)
female,39,15.01,light,6.2,3.4,161.4,39.1,Strength Training (build muscle)
female,20,17.99,moderate,7.2,2.3,165.2,49.1,Strength Training (build muscle)
female,34,16.35,active,8.9,3.3,168.3,46.3,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
male,55,17.77,moderate,7.3,3.0,163.0,47.2,Strength Training (build muscle)
female,22,15.65,moderate,6.6,2.5,174.6,47.7,Strength Training (build muscle)
male,48,16.09,light,6.8,3.9,181.3,52.9,Strength Training (build muscle)
male,34,17.3,moderate,6.7,3.8,179.9,56.0,Strength Training (build muscle)
female,34,15.49,moderate,9.2,2.1,149.9,34.8,Strength Training (build muscle)
male,18,18.31,active,9.3,4.2,173.3,55.0,Strength Training (build muscle)
male,29,15.0,light,7.9,2.9,177.2,47.1,Strength Training (build muscle)
female,23,14.99,sedentary,9.6,2.6,161.3,39.0,Strength Training (build muscle)
male,31,15.27,light,8.4,2.4,185.6,52.6,Strength Training (build muscle)
female,33,16.14,light,7.6,1.8,159.4,41.0,Strength Training (build muscle)
female,32,18.42,active,6.5,3.2,158.9,46.5,Strength Training (build muscle)
female,24,18.24,moderate,8.8,3.4,167.7,51.3,Strength Training (build muscle)
female,18,16.97,sedentary,5.9,1.7,163.9,45.6,Strength Training (build muscle)
male,28,18.46,light,7.9,3.6,173.7,55.7,Strength Training (build muscle)
female,32,16.6,moderate,7.7,3.0,165.4,45.4,Strength Training (build muscle)
female,47,17.43,moderate,6.8,3.1,157.6,43.3,Strength Training (build muscle)
male,34,17.3,moderate,6.7,3.8,179.9,56.0,Strength Training (build muscle)
male,23,16.83,moderate,6.7,3.3,181.6,55.5,Strength Training (build muscle)
male,27,14.99,moderate,7.8,3.4,168.2,42.4,Strength Training (build muscle)
female,27,15.83,moderate,5.7,2.7,162.5,41.8,Strength Training (build muscle)
male,34,17.3,moderate,6.7,3.8,179.9,56.0,Strength Training (build muscle)
female,24,18.24,moderate,8.8,3.4,167.7,51.3,Strength Training (build muscle)
male,18,16.53,light,7.8,4.1,165.0,45.0,Strength Training (build muscle)
male,30,18.42,light,8.2,3.8,171.4,54.1,Strength Training (build muscle)
female,32,16.25,light,7.6,2.5,157.5,40.3,Strength Training (build muscle)
female,42,18.12,moderate,6.8,3.1,164.1,48.8,Strength Training (build muscle)
male,34,17.18,light,6.7,3.9,187.8,60.6,Strength Training (build muscle)
male,18,17.0,active,6.9,3.6,179.2,54.6,Strength Training (build muscle)
male,34,18.0,light,6.2,3.6,178.1,57.1,Strength Training (build muscle)
male,18,15.0,moderate,7.4,3.4,175.9,46.4,Strength Training (build muscle)
female,38,18.49,moderate,6.1,2.2,162.3,48.7,Strength Training (build muscle)
female,38,18.49,moderate,6.1,2.2,162.3,48.7,Strength Training (build muscle)
male,28,18.46,light,7.9,3.6,173.7,55.7,Strength Training (build muscle)
female,35,15.63,light,6.4,3.4,152.8,36.5,Strength Training (build muscle)
female,28,16.92,light,7.5,3.3,167.0,47.2,Strength Training (build muscle)
male,40,17.8,light,7.1,2.9,170.6,51.8,Strength Training (build muscle)
female,46,17.29,sedentary,6.1,2.1,157.7,43.0,Strength Training (build muscle)
male,33,18.44,active,7.8,3.8,162.7,48.8,Strength Training (build muscle)
female,32,16.6,moderate,7.7,3.0,165.4,45.4,Strength Training (build muscle)
male,50,15.0,active,7.8,3.9,178.3,47.7,Strength Training (build muscle)
male,31,18.2,sedentary,7.8,1.8,177.3,57.2,Strength Training (build muscle)
male,32,14.99,light,7.7,2.4,192.4,55.5,Strength Training (build muscle)
female,27,17.62,light,7.9,2.7,156.4,43.1,Strength Training (build muscle)
male,45,18.05,moderate,7.2,3.5,179.7,58.3,Strength Training (build muscle)
female,42,18.12,moderate,6.8,3.1,164.1,48.8,Strength Training (build muscle)
female,45,16.06,moderate,5.6,2.9,164.4,43.4,Strength Training (build muscle)
female,18,17.57,active,6.6,3.6,159.5,44.7,Strength Training (build muscle)
female,22,18.08,moderate,7.8,3.4,162.1,47.5,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
male,34,16.27,moderate,8.6,3.3,168.5,46.2,Strength Training (build muscle)
male,18,14.98,moderate,7.2,3.5,169.6,43.1,Strength Training (build muscle)
female,35,15.02,active,6.7,3.7,159.9,38.4,Strength Training (build muscle)
female,22,15.65,moderate,6.6,2.5,174.6,47.7,Strength Training (build muscle)
female,45,16.06,moderate,5.6,2.9,164.4,43.4,Strength Training (build muscle)
male,21,18.21,sedentary,8.0,3.3,172.7,54.3,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
female,18,15.0,active,8.2,2.3,163.3,40.0,Strength Training (build muscle)
male,18,16.67,sedentary,6.5,2.0,173.2,50.0,Strength Training (build muscle)
female,33,16.14,light,7.6,1.8,159.4,41.0,Strength Training (build muscle)
male,37,15.45,light,6.8,4.0,174.8,47.2,Strength Training (build muscle)
male,34,17.3,moderate,6.7,3.8,179.9,56.0,Strength Training (build muscle)
male,41,17.24,light,6.0,2.5,183.6,58.1,Strength Training (build muscle)
male,41,18.11,light,9.6,2.5,174.9,55.4,Strength Training (build muscle)
male,29,15.0,light,7.9,2.9,177.2,47.1,Strength Training (build muscle)
male,27,17.07,moderate,7.0,3.5,155.9,41.5,Strength Training (build muscle)
male,37,15.45,light,6.8,4.0,174.8,47.2,Strength Training (build muscle)
female,39,15.01,light,6.2,3.4,161.4,39.1,Strength Training (build muscle)
female,35,15.02,active,6.7,3.7,159.9,38.4,Strength Training (build muscle)
female,46,18.36,moderate,9.1,3.0,152.7,42.8,Strength Training (build muscle)
female,18,18.14,moderate,7.9,2.3,163.0,48.2,Strength Training (build muscle)
female,21,15.01,active,7.9,4.4,161.8,39.3,Strength Training (build muscle)
female,45,18.01,moderate,6.9,3.3,165.3,49.2,Strength Training (build muscle)
female,18,17.82,light,9.1,3.1,175.7,55.0,Strength Training (build muscle)
female,28,15.21,moderate,7.6,2.9,165.2,41.5,Strength Training (build muscle)
female,26,15.01,moderate,7.2,3.7,158.9,37.9,Strength Training (build muscle)
male,45,18.05,moderate,7.2,3.5,179.7,58.3,Strength Training (build muscle)
female,39,15.01,light,6.2,3.4,161.4,39.1,Strength Training (build muscle)
female,33,16.14,light,7.6,1.8,159.4,41.0,Strength Training (build muscle)
female,41,16.22,moderate,8.6,2.5,172.4,48.2,Strength Training (build muscle)
female,25,17.95,moderate,7.4,2.5,161.3,46.7,Strength Training (build muscle)
female,36,17.5,active,10.0,3.5,168.0,49.4,Strength Training (build muscle)
male,37,17.04,light,5.6,3.1,173.7,51.4,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
male,18,17.22,light,6.4,3.2,182.1,57.1,Strength Training (build muscle)
male,55,17.77,moderate,7.3,3.0,163.0,47.2,Strength Training (build muscle)
male,24,15.0,sedentary,7.9,2.8,170.7,43.7,Strength Training (build muscle)
male,47,15.0,light,6.4,2.1,158.3,37.6,Strength Training (build muscle)
female,18,15.3,active,6.6,4.4,160.7,39.5,Strength Training (build muscle)
male,27,14.99,moderate,7.8,3.4,168.2,42.4,Strength Training (build muscle)
male,29,18.49,light,5.9,3.0,160.6,47.7,Strength Training (build muscle)
male,48,16.37,sedentary,5.9,4.3,160.2,42.0,Strength Training (build muscle)
male,29,16.73,light,7.6,3.6,185.4,57.5,Strength Training (build muscle)
female,20,15.0,light,5.8,2.3,169.1,42.9,Strength Training (build muscle)
male,18,15.0,moderate,7.4,3.4,175.9,46.4,Strength Training (build muscle)
female,29,15.84,moderate,6.4,3.1,175.9,49.0,Strength Training (build muscle)
female,18,16.97,sedentary,5.9,1.7,163.9,45.6,Strength Training (build muscle)
male,18,16.53,light,7.8,4.1,165.0,45.0,Strength Training (build muscle)
male,18,16.97,light,6.3,3.1,178.4,54.0,Strength Training (build muscle)
male,23,17.77,active,9.1,3.3,184.2,60.3,Strength Training (build muscle)
female,18,18.19,active,7.2,4.0,169.9,52.5,Strength Training (build muscle)
female,49,15.94,active,6.6,2.7,159.8,40.7,Strength Training (build muscle)
female,18,18.14,moderate,7.9,2.3,163.0,48.2,Strength Training (build muscle)
female,21,15.01,active,7.9,4.4,161.8,39.3,Strength Training (build muscle)
male,34,18.0,light,6.2,3.6,178.1,57.1,Strength Training (build muscle)
male,55,17.77,moderate,7.3,3.0,163.0,47.2,Strength Training (build muscle)
male,40,15.01,active,6.9,3.2,174.5,45.7,Strength Training (build muscle)
male,18,17.83,moderate,8.5,3.1,183.6,60.1,Strength Training (build muscle)
female,35,17.24,moderate,7.4,2.0,163.7,46.2,Strength Training (build muscle)
male,27,17.07,moderate,7.0,3.5,155.9,41.5,Strength Training (build muscle)
male,27,17.07,moderate,7.0,3.5,155.9,41.5,Strength Training (build muscle)
female,21,15.01,active,7.9,4.4,161.8,39.3,Strength Training (build muscle)
female,27,17.62,light,7.9,2.7,156.4,43.1,Strength Training (build muscle)
female,44,17.73,light,7.6,0.8,181.5,58.4,Strength Training (build muscle)
male,50,15.0,active,8.3,3.8,173.8,45.3,Strength Training (build muscle)
male,29,15.0,light,7.9,2.9,177.2,47.1,Strength Training (build muscle)
male,42,17.84,light,7.0,2.9,180.6,58.2,Strength Training (build muscle)
male,18,15.0,moderate,7.4,3.4,175.9,46.4,Strength Training (build muscle)
female,50,16.55,light,6.7,3.4,173.1,49.6,Strength Training (build muscle)
female,18,15.3,active,6.6,4.4,160.7,39.5,Strength Training (build muscle)
female,51,18.41,moderate,6.3,3.3,149.6,41.2,Strength Training (build muscle)
male,18,15.0,sedentary,7.0,2.4,168.3,42.5,Strength Training (build muscle)
female,28,18.29,light,7.9,2.2,167.8,51.5,Strength Training (build muscle)
female,22,18.08,moderate,7.8,3.4,162.1,47.5,Strength Training (build muscle)
male,18,17.0,active,6.9,3.6,179.2,54.6,Strength Training (build muscle)
female,18,15.0,active,8.2,2.3,163.3,40.0,Strength Training (build muscle)
male,27,15.0,active,8.7,4.4,163.9,40.3,Strength Training (build muscle)
female,30,15.79,light,8.9,1.9,153.1,37.0,Strength Training (build muscle)
female,56,17.99,moderate,7.5,2.7,146.5,38.6,Strength Training (build muscle)
female,53,15.0,sedentary,7.8,2.7,158.1,37.5,Strength Training (build muscle)
male,30,17.64,moderate,7.6,3.3,185.5,60.7,Strength Training (build muscle)
male,34,17.65,active,8.0,3.4,169.0,50.4,Strength Training (build muscle)
female,29,15.84,moderate,6.4,3.1,175.9,49.0,Strength Training (build muscle)
male,47,15.0,light,6.4,2.1,158.3,37.6,Strength Training (build muscle)
female,46,18.36,moderate,9.1,3.0,152.7,42.8,Strength Training (build muscle)
male,34,16.27,moderate,8.6,3.3,168.5,46.2,Strength Training (build muscle)
male,18,15.43,active,7.7,3.1,162.2,40.6,Strength Training (build muscle)
female,42,18.12,moderate,6.8,3.1,164.1,48.8,Strength Training (build muscle)
male,50,15.0,active,7.8,3.9,178.3,47.7,Strength Training (build muscle)
female,27,15.83,moderate,5.7,2.7,162.5,41.8,Strength Training (build muscle)
male,28,17.55,moderate,7.3,4.1,173.1,52.6,Strength Training (build muscle)
male,40,15.01,active,6.9,3.2,174.5,45.7,Strength Training (build muscle)
female,18,16.99,active,8.6,4.0,160.0,43.5,Strength Training (build muscle)
male,23,17.77,active,9.1,3.3,184.2,60.3,Strength Training (build muscle)
male,27,17.07,moderate,7.0,3.5,155.9,41.5,Strength Training (build muscle)
female,24,18.09,light,6.4,2.5,156.3,44.2,Strength Training (build muscle)
